timestamp,temperature,humidity,pressure,light,state,interval_s,score,upload,detected_event
5940.0,24.01,45.18,1012.55,313.3,STABLE,60.0,0.2917,1,0
6000.0,23.95,44.24,1012.37,317.2,STABLE,60.0,1.0292,1,0
6060.0,23.9,45.13,1012.44,321.4,STABLE,60.0,0.5979,1,0
6120.0,23.91,45.43,1012.26,321.4,STABLE,60.0,0.674,1,0
6180.0,23.9,45.07,1012.38,317.7,STABLE,60.0,0.1631,1,0
6240.0,24.01,44.88,1012.26,310.8,STABLE,60.0,0.6518,1,0
6300.0,23.99,44.29,1012.5,318.8,STABLE,60.0,0.8845,1,0
6360.0,24.07,44.98,1012.5,317.7,STABLE,60.0,0.6296,1,0
6420.0,24.2,44.57,1012.44,319.2,STABLE,60.0,1.1815,1,0
6480.0,23.84,45.8,1012.32,314.7,STABLE,60.0,1.8093,1,0
6540.0,23.92,45.7,1012.54,314.8,STABLE,60.0,0.5682,1,0
6600.0,23.8,44.87,1012.48,317.3,STABLE,60.0,0.9856,1,0
6660.0,23.86,44.88,1012.1,322.8,STABLE,60.0,0.3642,1,0
6720.0,24.04,45.06,1012.71,318.6,STABLE,60.0,1.1536,1,0
6780.0,23.98,45.05,1012.18,319.2,STABLE,60.0,0.1768,1,0
6840.0,24.13,44.54,1012.48,319.7,STABLE,60.0,1.0884,1,0
6900.0,24.09,44.76,1012.24,314.4,STABLE,60.0,0.2775,1,0
6960.0,23.94,44.92,1012.53,317.2,STABLE,60.0,0.8612,1,0
7020.0,24.12,44.91,1012.2,325.1,STABLE,60.0,0.7694,1,0
7080.0,24.02,44.44,1012.42,322.3,STABLE,60.0,0.5489,1,0
7140.0,24.01,45.62,1012.58,320.5,STABLE,60.0,1.2005,1,0
0.0,24.07,45.09,1012.35,321.2,,,,,
20.0,23.88,45.61,1012.47,317.6,,,,,
60.0,24.11,44.98,1012.48,320.1,,,,,
120.0,23.94,45.25,1012.43,326.5,,,,,
180.0,24.03,44.83,1012.45,321.8,,,,,
240.0,23.95,44.57,1012.05,320.5,,,,,
300.0,23.99,44.54,1012.62,318.9,,,,,
360.0,23.94,45.57,1012.5,320.9,,,,,
420.0,23.95,44.51,1012.54,321.4,,,,,
480.0,23.94,44.47,1012.41,321.3,,,,,
540.0,23.91,45.45,1012.19,321.1,,,,,
600.0,24.08,44.63,1012.39,323.6,,,,,
660.0,24.01,44.67,1012.45,319.5,,,,,
720.0,24.13,45.26,1012.38,323.5,,,,,
780.0,23.93,45.03,1012.28,323.7,,,,,
840.0,23.9,44.79,1012.39,323.2,,,,,
900.0,23.99,44.81,1012.4,322.9,,,,,
960.0,23.87,45.55,1012.57,319.6,,,,,
1020.0,24.05,45.1,1012.3,327.7,,,,,
1080.0,23.98,45.37,1012.4,324.2,,,,,
1140.0,24.07,44.22,1012.35,321.8,,,,,
1200.0,23.99,44.13,1012.27,327.3,,,,,
1260.0,23.93,45.8,1012.31,324.9,,,,,
1320.0,24.05,45.07,1012.19,321.6,,,,,
1380.0,23.91,45.16,1012.27,321.9,,,,,
1440.0,23.91,45.18,1012.19,325.0,,,,,
1500.0,23.97,44.99,1012.45,322.3,,,,,
1560.0,23.96,44.95,1012.44,321.8,,,,,
1620.0,23.85,45.06,1012.51,320.2,,,,,
1680.0,23.98,44.68,1012.56,322.0,,,,,
1740.0,24.07,45.53,1012.14,321.1,,,,,
1800.0,23.94,45.44,1012.61,324.4,,,,,
1860.0,24.07,44.92,1012.19,325.3,,,,,
1920.0,24.03,45.63,1012.39,324.4,,,,,
1980.0,24.01,46.0,1012.41,332.1,,,,,
2040.0,23.84,44.93,1012.11,325.3,,,,,
2100.0,23.86,44.93,1012.5,317.3,,,,,
2160.0,23.83,45.78,1012.62,321.2,,,,,
2220.0,24.07,44.5,1012.13,325.2,,,,,
2280.0,23.94,45.11,1012.61,324.8,,,,,
2340.0,24.11,45.18,1012.59,322.2,,,,,
2400.0,23.98,43.82,1012.55,323.7,,,,,
2460.0,24.05,45.54,1012.65,325.4,,,,,
2520.0,24.03,44.88,1012.47,327.9,,,,,
2580.0,23.93,45.05,1012.27,325.5,,,,,
2640.0,24.07,44.53,1012.45,327.8,,,,,
2700.0,23.95,45.32,1012.35,323.0,,,,,
2760.0,23.96,44.33,1012.41,327.8,,,,,
2820.0,23.92,45.39,1012.2,320.6,,,,,
2880.0,23.95,44.14,1012.43,319.4,,,,,
2940.0,23.94,45.39,1012.38,323.8,,,,,
3000.0,23.95,46.32,1012.56,320.8,,,,,
3060.0,24.0,44.3,1012.43,320.5,,,,,
3120.0,23.87,44.84,1012.34,320.5,,,,,
3180.0,24.12,44.67,1012.33,322.3,,,,,
3240.0,23.99,45.22,1012.34,315.9,,,,,
3300.0,24.02,44.72,1012.46,320.2,,,,,
3360.0,23.91,45.2,1012.47,316.1,,,,,
3420.0,24.04,45.6,1012.3,315.9,,,,,
3480.0,23.94,45.39,1012.29,316.5,,,,,
3540.0,24.06,44.45,1012.51,318.9,,,,,
3600.0,23.77,45.46,1012.43,324.5,,,,,
3660.0,24.07,45.21,1012.28,313.1,,,,,
3720.0,24.07,45.15,1012.43,323.1,,,,,
3780.0,23.91,44.79,1012.59,319.5,,,,,
3840.0,23.99,44.86,1012.64,318.2,,,,,
3900.0,24.08,45.09,1012.61,318.4,,,,,
3960.0,23.97,44.56,1012.54,324.6,,,,,
4020.0,23.95,45.48,1012.36,318.4,,,,,
4080.0,24.04,44.87,1012.28,317.7,,,,,
4140.0,23.98,44.32,1012.28,316.0,,,,,
4200.0,23.95,44.89,1012.32,317.3,,,,,
4260.0,24.0,44.86,1012.3,314.4,,,,,
4320.0,24.11,44.16,1012.52,321.7,,,,,
4380.0,24.0,44.58,1012.21,319.1,,,,,
4440.0,23.99,45.18,1012.06,321.4,,,,,
4500.0,23.95,45.08,1012.4,321.2,,,,,
4560.0,24.01,45.24,1012.29,320.5,,,,,
4620.0,24.04,44.86,1012.24,316.2,,,,,
4680.0,24.1,44.67,1012.68,317.4,,,,,
4740.0,23.98,44.9,1012.28,315.5,,,,,
4800.0,23.94,45.04,1012.37,315.9,,,,,
4860.0,23.82,44.92,1012.46,310.8,,,,,
4920.0,23.87,45.32,1012.44,323.3,,,,,
4980.0,24.05,44.91,1012.44,317.0,,,,,
5040.0,24.01,45.58,1012.64,312.9,,,,,
5100.0,23.83,44.56,1012.59,313.2,,,,,
5160.0,23.98,44.22,1012.31,321.2,,,,,
5220.0,23.97,45.16,1012.42,314.0,,,,,
5280.0,23.99,45.29,1012.4,319.6,,,,,
5340.0,24.05,44.18,1012.57,321.6,,,,,
5400.0,23.97,44.93,1012.4,311.9,,,,,
5460.0,24.03,45.43,1012.21,313.2,,,,,
5520.0,24.04,45.01,1012.18,313.3,,,,,
5580.0,24.17,45.41,1012.66,321.8,,,,,
5640.0,23.93,44.64,1012.19,313.6,,,,,
5700.0,24.01,44.67,1012.29,327.7,,,,,
5760.0,24.08,45.01,1012.5,312.2,,,,,
5820.0,23.94,44.84,1012.14,317.7,,,,,
5880.0,24.01,45.02,1012.42,317.6,,,,,
5940.0,24.01,45.18,1012.55,313.3,,,,,
6000.0,23.95,44.24,1012.37,317.2,,,,,
6060.0,23.9,45.13,1012.44,321.4,,,,,
6120.0,23.91,45.43,1012.26,321.4,,,,,
6180.0,23.9,45.07,1012.38,317.7,,,,,
6240.0,24.01,44.88,1012.26,310.8,,,,,
6300.0,23.99,44.29,1012.5,318.8,,,,,
6360.0,24.07,44.98,1012.5,317.7,,,,,
6420.0,24.2,44.57,1012.44,319.2,,,,,
6480.0,23.84,45.8,1012.32,314.7,,,,,
6540.0,23.92,45.7,1012.54,314.8,,,,,
6600.0,23.8,44.87,1012.48,317.3,,,,,
6660.0,23.86,44.88,1012.1,322.8,,,,,
6720.0,24.04,45.06,1012.71,318.6,,,,,
6780.0,23.98,45.05,1012.18,319.2,,,,,
6840.0,24.13,44.54,1012.48,319.7,,,,,
6900.0,24.09,44.76,1012.24,314.4,,,,,
6960.0,23.94,44.92,1012.53,317.2,,,,,
7020.0,24.12,44.91,1012.2,325.1,,,,,
7080.0,24.02,44.44,1012.42,322.3,,,,,
7140.0,24.01,45.62,1012.58,320.5,,,,,
