timestamp,temperature,humidity,pressure,light,state,interval_s,score,upload,detected_event
935.0,29.14,22.05,1012.48,323.3,STABLE,60.0,1.496,1,0
995.0,29.06,22.0,1012.38,321.6,STABLE,60.0,0.5985,1,0
1055.0,29.12,21.92,1012.25,323.2,STABLE,60.0,0.5821,1,0
1115.0,28.93,22.72,1012.53,324.8,STABLE,60.0,0.9756,1,0
1175.0,29.11,22.14,1012.59,321.5,STABLE,60.0,0.7122,1,0
1235.0,28.5,24.48,1012.54,321.4,STABLE,60.0,3.7106,1,0
1295.0,27.61,29.06,1012.14,321.3,ACTIVE,60.0,7.7886,1,0
1355.0,26.37,34.04,1012.54,322.9,ALERT,5.0,12.161,1,0
1360.0,26.33,34.76,1012.33,324.5,ALERT,5.0,6.3472,0,0
1365.0,26.18,35.93,1012.31,320.8,ALERT,5.0,6.8589,1,0
1370.0,26.3,35.53,1012.38,324.3,ALERT,5.0,5.7827,0,0
1375.0,26.11,35.79,1012.4,323.0,ALERT,5.0,6.3725,0,0
1380.0,25.96,36.31,1012.27,321.9,ALERT,5.0,6.8823,0,0
1385.0,25.92,36.29,1012.62,322.8,ALERT,5.0,6.6196,0,0
1390.0,25.84,36.99,1012.48,319.6,ALERT,5.0,6.6437,1,0
1395.0,25.67,37.45,1012.31,323.7,ALERT,5.0,7.266,0,0
1400.0,25.76,36.84,1012.4,320.5,ALERT,5.0,6.107,0,0
1405.0,25.71,37.29,1012.24,319.3,ALERT,5.0,5.9706,0,0
1410.0,25.61,37.77,1012.1,322.7,ALERT,5.0,6.178,0,0
1415.0,25.47,38.2,1012.44,321.5,ALERT,5.0,6.6361,1,0
1420.0,25.5,37.84,1012.32,318.2,ALERT,5.0,5.9256,0,0
1425.0,25.29,39.13,1012.32,321.9,ALERT,5.0,6.8698,0,0
1430.0,25.27,38.91,1012.42,320.8,ALERT,5.0,6.4747,0,0
1435.0,25.05,39.89,1012.56,324.3,ALERT,5.0,7.4433,1,0
1440.0,24.93,40.99,1012.19,325.0,ALERT,5.0,7.6708,0,0
1445.0,24.95,40.74,1012.16,328.5,ALERT,5.0,6.9474,0,0
1450.0,24.76,41.56,1012.56,321.7,ALERT,5.0,7.6796,1,0
1455.0,24.71,41.54,1012.56,324.7,ALERT,5.0,7.4222,0,0
1460.0,24.74,42.29,1012.49,325.5,ALERT,5.0,6.6513,0,0
1465.0,24.68,41.69,1012.5,325.2,ALERT,5.0,6.5396,0,0
1470.0,24.74,40.87,1012.42,326.1,ALERT,5.0,5.6366,0,0
1475.0,24.48,42.56,1012.54,330.3,ALERT,5.0,6.9363,0,0
1480.0,24.45,42.62,1012.43,318.9,ALERT,5.0,6.6028,1,0
1485.0,24.31,43.77,1012.36,323.6,ALERT,5.0,7.0282,0,0
1490.0,24.21,44.36,1012.13,324.0,ALERT,5.0,7.1542,1,0
1495.0,24.06,44.97,1012.27,323.6,ALERT,5.0,7.6039,0,0
1500.0,23.97,45.12,1012.45,322.3,ALERT,5.0,7.619,0,0
1505.0,24.03,44.76,1012.39,324.1,ALERT,5.0,6.6329,0,0
1510.0,23.93,45.45,1012.42,323.5,ALERT,5.0,6.7894,0,0
1515.0,24.0,45.48,1012.38,328.0,ALERT,5.0,5.8004,0,0
1520.0,24.06,44.42,1012.39,321.4,ALERT,5.0,4.9542,0,0
1525.0,24.14,44.25,1012.36,322.6,ALERT,5.0,4.0398,0,0
1530.0,24.03,45.27,1012.35,326.3,ALERT,5.0,4.4624,0,0
1535.0,23.88,46.04,1012.42,323.6,ALERT,5.0,5.1191,1,0
1540.0,23.96,45.13,1012.56,325.7,ALERT,5.0,4.192,0,0
1545.0,24.13,44.11,1012.33,326.0,ACTIVE,60.0,2.7362,1,0
1605.0,24.08,44.5,1012.44,322.8,ACTIVE,30.0,2.8591,1,0
1635.0,24.07,44.45,1012.26,328.5,STABLE,20.0,1.4962,1,0
1655.0,24.03,44.43,1012.26,316.4,STABLE,40.0,1.2641,1,0
1695.0,24.03,44.93,1012.2,321.7,STABLE,60.0,1.1306,1,0
1755.0,23.93,45.07,1012.47,323.0,STABLE,60.0,1.2355,1,0
0.0,24.07,44.77,1012.35,321.2,,,,,
20.0,23.87,46.13,1012.47,317.6,,,,,
60.0,24.11,44.51,1012.48,320.1,,,,,
120.0,23.94,45.51,1012.43,326.5,,,,,
180.0,24.03,44.71,1012.45,321.8,,,,,
240.0,23.95,44.78,1012.05,320.5,,,,,
300.0,23.99,44.59,1012.62,318.9,,,,,
360.0,23.94,45.83,1012.5,320.9,,,,,
420.0,23.95,44.73,1012.54,321.4,,,,,
480.0,23.94,44.71,1012.41,321.3,,,,,
540.0,23.91,45.83,1012.19,321.1,,,,,
600.0,24.08,44.29,1012.39,323.6,,,,,
660.0,29.01,22.12,1012.45,319.5,,,,,
720.0,29.16,22.06,1012.38,323.5,,,,,
725.0,29.06,22.46,1012.67,325.6,,,,,
730.0,29.05,22.23,1012.58,324.5,,,,,
735.0,29.08,21.99,1012.35,323.4,,,,,
740.0,29.09,21.96,1012.35,326.7,,,,,
745.0,29.12,21.9,1012.24,330.5,,,,,
750.0,29.11,21.85,1012.56,322.8,,,,,
755.0,29.1,21.91,1012.25,323.9,,,,,
760.0,28.89,23.49,1012.45,324.8,,,,,
820.0,29.03,21.75,1012.62,327.8,,,,,
850.0,28.96,22.2,1012.37,325.2,,,,,
865.0,29.18,21.55,1012.52,317.9,,,,,
870.0,29.13,21.47,1012.46,325.1,,,,,
875.0,28.87,22.92,1012.32,324.4,,,,,
895.0,28.98,23.07,1012.44,322.3,,,,,
935.0,29.14,22.05,1012.48,323.3,,,,,
995.0,29.06,22.0,1012.38,321.6,,,,,
1055.0,29.12,21.92,1012.25,323.2,,,,,
1115.0,28.93,22.72,1012.53,324.8,,,,,
1175.0,29.11,22.14,1012.59,321.5,,,,,
1235.0,28.5,24.48,1012.54,321.4,,,,,
1295.0,27.61,29.06,1012.14,321.3,,,,,
1355.0,26.37,34.04,1012.54,322.9,,,,,
1360.0,26.33,34.76,1012.33,324.5,,,,,
1365.0,26.18,35.93,1012.31,320.8,,,,,
1370.0,26.3,35.53,1012.38,324.3,,,,,
1375.0,26.11,35.79,1012.4,323.0,,,,,
1380.0,25.96,36.31,1012.27,321.9,,,,,
1385.0,25.92,36.29,1012.62,322.8,,,,,
1390.0,25.84,36.99,1012.48,319.6,,,,,
1395.0,25.67,37.45,1012.31,323.7,,,,,
1400.0,25.76,36.84,1012.4,320.5,,,,,
1405.0,25.71,37.29,1012.24,319.3,,,,,
1410.0,25.61,37.77,1012.1,322.7,,,,,
1415.0,25.47,38.2,1012.44,321.5,,,,,
1420.0,25.5,37.84,1012.32,318.2,,,,,
1425.0,25.29,39.13,1012.32,321.9,,,,,
1430.0,25.27,38.91,1012.42,320.8,,,,,
1435.0,25.05,39.89,1012.56,324.3,,,,,
1440.0,24.93,40.99,1012.19,325.0,,,,,
1445.0,24.95,40.74,1012.16,328.5,,,,,
1450.0,24.76,41.56,1012.56,321.7,,,,,
1455.0,24.71,41.54,1012.56,324.7,,,,,
1460.0,24.74,42.29,1012.49,325.5,,,,,
1465.0,24.68,41.69,1012.5,325.2,,,,,
1470.0,24.74,40.87,1012.42,326.1,,,,,
1475.0,24.48,42.56,1012.54,330.3,,,,,
1480.0,24.45,42.62,1012.43,318.9,,,,,
1485.0,24.31,43.77,1012.36,323.6,,,,,
1490.0,24.21,44.36,1012.13,324.0,,,,,
1495.0,24.06,44.97,1012.27,323.6,,,,,
1500.0,23.97,45.12,1012.45,322.3,,,,,
1505.0,24.03,44.76,1012.39,324.1,,,,,
1510.0,23.93,45.45,1012.42,323.5,,,,,
1515.0,24.0,45.48,1012.38,328.0,,,,,
1520.0,24.06,44.42,1012.39,321.4,,,,,
1525.0,24.14,44.25,1012.36,322.6,,,,,
1530.0,24.03,45.27,1012.35,326.3,,,,,
1535.0,23.88,46.04,1012.42,323.6,,,,,
1540.0,23.96,45.13,1012.56,325.7,,,,,
1545.0,24.13,44.11,1012.33,326.0,,,,,
1605.0,24.08,44.5,1012.44,322.8,,,,,
1635.0,24.07,44.45,1012.26,328.5,,,,,
1655.0,24.03,44.43,1012.26,316.4,,,,,
1695.0,24.03,44.93,1012.2,321.7,,,,,
1755.0,23.93,45.07,1012.47,323.0,,,,,
