timestamp,temperature,humidity,pressure,light,state,interval_s,score,upload,detected_event
1725.0,25.02,40.68,1012.49,318.4,ACTIVE,60.0,8.6951,1,0
1785.0,23.63,45.97,1012.13,320.4,ACTIVE,30.0,4.0496,1,0
1815.0,23.06,48.23,1012.36,319.7,ACTIVE,15.0,5.8248,1,0
1830.0,23.14,47.7,1012.23,320.3,ACTIVE,5.0,3.3499,1,0
1835.0,23.16,48.49,1012.39,324.7,ACTIVE,5.0,2.6435,0,0
1840.0,23.55,46.3,1012.41,325.5,STABLE,20.0,1.2661,1,0
1860.0,24.07,44.69,1012.19,325.3,STABLE,40.0,3.6968,1,0
1900.0,24.88,41.89,1012.49,322.5,ACTIVE,60.0,8.1726,1,0
1960.0,23.67,45.78,1012.4,326.2,ACTIVE,30.0,3.1631,1,0
1990.0,23.17,47.77,1012.39,325.2,ACTIVE,15.0,4.9149,1,0
2005.0,23.19,48.43,1012.5,318.8,ACTIVE,5.0,3.1433,1,0
2010.0,23.16,48.41,1012.34,325.1,ACTIVE,5.0,2.7146,0,0
2015.0,23.29,47.65,1012.27,324.7,ACTIVE,5.0,1.6391,0,0
2020.0,23.48,46.83,1012.22,324.0,STABLE,20.0,0.8016,1,0
2040.0,23.84,45.47,1012.11,325.3,STABLE,40.0,2.1726,1,0
2080.0,24.97,41.72,1012.5,324.7,ACTIVE,60.0,9.1628,1,0
2140.0,23.77,45.98,1012.44,329.2,ACTIVE,30.0,2.5023,1,0
2170.0,23.19,48.13,1012.54,320.4,ACTIVE,15.0,5.1178,1,0
2185.0,23.17,48.03,1012.38,315.5,ACTIVE,5.0,3.5452,1,0
2190.0,23.26,47.71,1012.22,321.2,ACTIVE,5.0,2.2362,0,0
2195.0,23.45,46.68,1012.52,324.1,STABLE,20.0,0.7975,1,0
2215.0,23.9,45.72,1012.2,331.6,STABLE,40.0,2.2638,1,0
2255.0,24.95,42.07,1012.45,318.8,ACTIVE,60.0,8.6979,1,0
2315.0,23.79,45.36,1012.27,327.2,ACTIVE,30.0,2.5146,1,0
2345.0,23.14,47.08,1012.48,324.7,ACTIVE,15.0,5.5906,1,0
2360.0,23.07,47.8,1012.35,324.2,ACTIVE,5.0,4.1938,1,0
2365.0,23.03,48.49,1012.4,322.5,ACTIVE,5.0,3.6217,0,0
2370.0,23.24,47.41,1012.57,321.0,ACTIVE,5.0,1.9431,0,0
2375.0,23.18,48.27,1012.25,321.9,ACTIVE,5.0,2.346,0,0
2380.0,23.39,46.62,1012.27,320.5,STABLE,20.0,0.8552,1,0
2400.0,23.97,43.91,1012.55,323.7,STABLE,40.0,3.2924,1,0
2440.0,24.19,44.26,1012.35,326.5,STABLE,60.0,3.9341,1,0
2500.0,23.95,45.16,1012.57,325.8,STABLE,60.0,0.7604,1,0
2560.0,23.94,45.75,1012.45,323.8,STABLE,60.0,0.6905,1,0
2620.0,23.99,45.11,1012.49,321.1,STABLE,60.0,0.4901,1,0
2680.0,23.98,45.18,1012.44,320.1,STABLE,60.0,0.1784,1,0
2740.0,23.79,46.31,1012.32,325.4,STABLE,60.0,1.3426,1,0
2800.0,24.05,44.45,1012.36,319.4,STABLE,60.0,1.6537,1,0
2860.0,24.05,45.41,1012.36,330.6,STABLE,60.0,0.5723,1,0
2920.0,24.17,43.69,1012.29,324.6,STABLE,60.0,1.9634,1,0
2980.0,23.95,45.87,1012.52,317.8,STABLE,60.0,1.7433,1,0
3040.0,23.84,45.82,1012.25,322.2,STABLE,60.0,1.1951,1,0
3100.0,23.91,45.62,1012.5,320.2,STABLE,60.0,0.1546,1,0
3160.0,23.96,45.33,1012.45,319.2,STABLE,60.0,0.2852,1,0
3220.0,24.04,44.85,1012.18,319.1,STABLE,60.0,0.7426,1,0
3280.0,24.06,44.52,1012.5,316.7,STABLE,60.0,0.7838,1,0
3340.0,24.05,44.2,1012.68,321.4,STABLE,60.0,0.7919,1,0
3400.0,24.04,44.66,1012.45,319.9,STABLE,60.0,0.179,1,0
3460.0,24.02,45.57,1012.3,322.5,STABLE,60.0,1.227,1,0
3520.0,23.82,45.55,1012.64,323.8,STABLE,60.0,1.3958,1,0
3580.0,23.94,45.03,1012.18,322.1,STABLE,60.0,0.3557,1,0
3640.0,28.45,29.48,1012.51,315.1,ACTIVE,60.0,30.1177,1,0
3700.0,28.44,28.69,1012.39,319.1,ALERT,5.0,14.9922,1,1
3705.0,28.42,29.61,1012.73,320.1,ALERT,5.0,7.3628,0,0
3710.0,28.36,29.43,1012.14,319.5,ALERT,5.0,6.3964,0,0
3715.0,28.59,28.21,1012.31,312.6,ALERT,5.0,7.4377,0,0
3720.0,28.59,28.65,1012.43,323.1,ALERT,5.0,6.8656,0,0
3725.0,28.53,29.1,1012.2,319.4,ALERT,5.0,5.9374,0,0
3730.0,28.64,28.99,1012.43,326.7,ALERT,5.0,6.2141,0,0
3735.0,28.41,29.03,1012.25,319.9,ALERT,5.0,4.2027,0,0
3740.0,28.64,28.5,1012.2,318.9,ALERT,5.0,5.4128,0,0
3745.0,28.38,29.01,1012.36,316.7,ACTIVE,60.0,3.2631,1,0
3805.0,28.59,28.4,1012.55,316.1,ACTIVE,30.0,4.4121,1,0
3835.0,28.61,28.93,1012.13,316.6,ACTIVE,15.0,2.3394,1,0
3850.0,28.46,29.41,1012.38,324.9,STABLE,20.0,0.5596,1,0
3870.0,28.48,28.58,1012.65,315.9,STABLE,40.0,1.041,1,0
3910.0,28.6,28.68,1012.74,320.7,STABLE,60.0,1.2357,1,0
3970.0,28.57,28.41,1012.21,323.6,STABLE,60.0,0.7309,1,0
4030.0,28.41,28.18,1012.56,316.9,STABLE,60.0,0.7959,1,0
4090.0,28.57,28.05,1012.65,321.6,STABLE,60.0,0.6687,1,0
4150.0,28.57,28.44,1012.67,315.6,STABLE,60.0,0.3343,1,0
4210.0,28.67,27.37,1012.43,323.5,STABLE,60.0,1.216,1,0
4270.0,28.71,28.15,1012.41,317.0,STABLE,60.0,0.6836,1,0
4330.0,28.69,27.77,1012.49,316.3,STABLE,60.0,0.2915,1,0
4390.0,28.4,29.12,1012.32,315.0,STABLE,60.0,1.8291,1,0
4450.0,28.28,29.47,1012.38,315.0,STABLE,60.0,1.7146,1,0
4510.0,28.58,28.47,1012.36,316.4,STABLE,60.0,1.1427,1,0
4570.0,28.35,29.45,1012.47,316.2,STABLE,60.0,0.962,1,0
4630.0,28.41,29.63,1012.25,321.2,STABLE,60.0,0.676,1,0
4690.0,28.03,30.68,1012.46,320.3,STABLE,60.0,2.5738,1,0
4750.0,27.93,30.49,1012.55,314.3,STABLE,60.0,1.9536,1,0
4810.0,27.79,31.37,1012.32,316.5,STABLE,60.0,1.9101,1,0
4870.0,27.25,33.76,1012.2,313.4,ACTIVE,60.0,4.5551,1,0
4930.0,27.05,34.25,1012.71,317.2,ACTIVE,30.0,3.6109,1,0
4960.0,26.78,35.22,1012.39,314.5,ACTIVE,15.0,3.6054,1,0
4975.0,26.76,34.51,1012.23,314.9,ACTIVE,5.0,2.537,1,0
4980.0,26.76,34.99,1012.44,317.0,ACTIVE,5.0,2.0296,0,0
4985.0,26.58,35.44,1012.42,312.2,ACTIVE,5.0,3.0734,0,0
4990.0,26.8,34.86,1012.38,317.8,STABLE,20.0,1.3704,1,0
5010.0,26.43,35.77,1012.45,312.7,STABLE,40.0,3.7316,1,0
5050.0,26.24,36.73,1012.35,313.5,STABLE,60.0,4.0654,1,0
5110.0,26.12,37.06,1012.58,316.9,STABLE,60.0,3.2392,1,0
5170.0,25.74,37.92,1012.4,316.6,STABLE,60.0,4.1529,1,0
5230.0,25.43,39.48,1012.59,316.7,STABLE,60.0,4.1431,1,0
5290.0,25.2,40.46,1012.54,314.7,STABLE,60.0,3.6049,1,0
5350.0,24.77,41.52,1012.33,319.3,ACTIVE,60.0,4.6691,1,0
5410.0,24.63,42.73,1012.35,315.1,ACTIVE,30.0,3.2679,1,0
5440.0,24.36,43.68,1012.3,314.6,ACTIVE,15.0,3.4339,1,0
5455.0,24.21,43.91,1012.59,316.2,ACTIVE,5.0,3.2893,1,0
5460.0,24.34,44.21,1012.21,313.2,ACTIVE,5.0,1.9994,0,0
5465.0,24.23,44.33,1012.45,318.3,ACTIVE,5.0,2.3624,0,0
5470.0,24.2,43.6,1012.3,314.1,ACTIVE,5.0,2.3806,0,0
5475.0,24.18,44.23,1012.34,314.4,ACTIVE,5.0,2.3308,0,0
5480.0,24.12,44.71,1012.31,316.4,ACTIVE,5.0,2.5515,0,0
5485.0,24.11,44.86,1012.4,319.0,ACTIVE,5.0,2.4219,0,0
5490.0,24.15,44.92,1012.39,317.3,ACTIVE,5.0,2.0536,0,0
5495.0,24.13,44.61,1012.28,316.3,ACTIVE,5.0,1.9508,0,0
5500.0,24.13,44.59,1012.48,315.9,ACTIVE,5.0,1.8008,0,0
5505.0,24.2,44.19,1012.21,318.0,STABLE,20.0,1.1956,1,0
5525.0,24.02,44.69,1012.58,311.7,STABLE,40.0,2.3036,1,0
5565.0,23.99,45.3,1012.58,318.6,STABLE,60.0,1.9277,1,0
5625.0,24.12,44.43,1012.29,321.0,STABLE,60.0,0.29,1,0
5685.0,24.1,44.39,1012.18,314.8,STABLE,60.0,0.2783,1,0
5745.0,24.34,43.23,1012.35,315.0,STABLE,60.0,1.4831,1,0
5805.0,24.38,43.65,1012.21,317.7,STABLE,60.0,0.9971,1,0
5865.0,24.45,43.77,1012.79,320.9,STABLE,60.0,0.9652,1,0
5925.0,24.35,44.13,1012.58,317.6,STABLE,60.0,0.4709,1,0
5985.0,24.51,43.41,1012.5,317.5,STABLE,60.0,0.9746,1,0
6045.0,24.59,43.66,1012.14,314.5,STABLE,60.0,1.0207,1,0
6105.0,24.63,43.21,1012.81,318.0,STABLE,60.0,0.777,1,0
6165.0,24.66,43.12,1012.36,317.9,STABLE,60.0,0.5885,1,0
6225.0,24.73,42.61,1012.54,314.3,STABLE,60.0,0.8368,1,0
6285.0,24.81,42.52,1012.75,322.6,STABLE,60.0,0.9138,1,0
6345.0,24.94,41.28,1012.59,312.8,STABLE,60.0,1.8155,1,0
6405.0,24.97,41.35,1012.33,321.7,STABLE,60.0,0.8618,1,0
6465.0,24.86,41.49,1012.3,317.3,STABLE,60.0,0.3024,1,0
6525.0,25.13,41.24,1012.4,318.0,STABLE,60.0,1.6488,1,0
6585.0,25.29,40.19,1012.33,318.6,STABLE,60.0,1.8911,1,0
6645.0,25.07,41.29,1012.33,315.7,STABLE,60.0,0.6112,1,0
6705.0,25.15,41.35,1012.29,317.8,STABLE,60.0,0.3806,1,0
6765.0,25.28,40.14,1012.42,315.0,STABLE,60.0,1.3222,1,0
6825.0,25.13,40.69,1012.33,318.2,STABLE,60.0,0.4985,1,0
6885.0,24.95,42.0,1012.46,318.6,STABLE,60.0,1.6507,1,0
6945.0,25.35,39.65,1012.49,316.0,STABLE,60.0,2.1121,1,0
7005.0,25.1,40.51,1012.11,329.4,STABLE,60.0,0.6956,1,0
7065.0,25.2,40.87,1012.42,319.6,STABLE,60.0,0.4595,1,0
7125.0,25.39,39.97,1012.3,316.0,STABLE,60.0,1.4261,1,0
7185.0,25.21,40.52,1012.35,318.9,STABLE,60.0,0.487,1,0
0.0,24.07,44.84,1012.35,321.2,,,,,
20.0,23.87,46.02,1012.47,317.6,,,,,
60.0,24.11,44.61,1012.48,320.1,,,,,
120.0,23.94,45.45,1012.43,326.5,,,,,
180.0,24.03,44.74,1012.45,321.8,,,,,
240.0,23.95,44.73,1012.05,320.5,,,,,
300.0,23.99,44.58,1012.62,318.9,,,,,
360.0,23.94,45.78,1012.5,320.9,,,,,
420.0,23.95,44.69,1012.54,321.4,,,,,
480.0,23.94,44.66,1012.41,321.3,,,,,
540.0,23.91,45.75,1012.19,321.1,,,,,
600.0,24.08,44.36,1012.39,323.6,,,,,
660.0,24.01,44.64,1012.45,319.5,,,,,
720.0,24.13,44.82,1012.38,323.5,,,,,
780.0,23.93,45.25,1012.28,323.7,,,,,
840.0,23.89,45.14,1012.39,323.2,,,,,
900.0,23.99,44.84,1012.4,322.9,,,,,
960.0,23.87,46.0,1012.57,319.6,,,,,
1020.0,24.05,44.94,1012.3,327.7,,,,,
1080.0,23.97,45.45,1012.4,324.2,,,,,
1140.0,24.07,44.0,1012.35,321.8,,,,,
1200.0,23.99,44.16,1012.27,327.3,,,,,
1260.0,23.93,46.03,1012.31,324.9,,,,,
1320.0,24.05,44.92,1012.19,321.6,,,,,
1380.0,23.91,45.45,1012.27,321.9,,,,,
1440.0,23.91,45.47,1012.19,325.0,,,,,
1500.0,23.97,45.09,1012.45,322.3,,,,,
1560.0,24.73,42.29,1012.44,321.8,,,,,
1620.0,23.07,48.37,1012.51,320.2,,,,,
1650.0,23.32,47.63,1012.24,324.0,,,,,
1665.0,23.58,46.47,1012.35,321.4,,,,,
1685.0,24.13,44.71,1012.44,321.2,,,,,
1725.0,25.02,40.68,1012.49,318.4,,,,,
1785.0,23.63,45.97,1012.13,320.4,,,,,
1815.0,23.06,48.23,1012.36,319.7,,,,,
1830.0,23.14,47.7,1012.23,320.3,,,,,
1835.0,23.16,48.49,1012.39,324.7,,,,,
1840.0,23.55,46.3,1012.41,325.5,,,,,
1860.0,24.07,44.69,1012.19,325.3,,,,,
1900.0,24.88,41.89,1012.49,322.5,,,,,
1960.0,23.67,45.78,1012.4,326.2,,,,,
1990.0,23.17,47.77,1012.39,325.2,,,,,
2005.0,23.19,48.43,1012.5,318.8,,,,,
2010.0,23.16,48.41,1012.34,325.1,,,,,
2015.0,23.29,47.65,1012.27,324.7,,,,,
2020.0,23.48,46.83,1012.22,324.0,,,,,
2040.0,23.84,45.47,1012.11,325.3,,,,,
2080.0,24.97,41.72,1012.5,324.7,,,,,
2140.0,23.77,45.98,1012.44,329.2,,,,,
2170.0,23.19,48.13,1012.54,320.4,,,,,
2185.0,23.17,48.03,1012.38,315.5,,,,,
2190.0,23.26,47.71,1012.22,321.2,,,,,
2195.0,23.45,46.68,1012.52,324.1,,,,,
2215.0,23.9,45.72,1012.2,331.6,,,,,
2255.0,24.95,42.07,1012.45,318.8,,,,,
2315.0,23.79,45.36,1012.27,327.2,,,,,
2345.0,23.14,47.08,1012.48,324.7,,,,,
2360.0,23.07,47.8,1012.35,324.2,,,,,
2365.0,23.03,48.49,1012.4,322.5,,,,,
2370.0,23.24,47.41,1012.57,321.0,,,,,
2375.0,23.18,48.27,1012.25,321.9,,,,,
2380.0,23.39,46.62,1012.27,320.5,,,,,
2400.0,23.97,43.91,1012.55,323.7,,,,,
2440.0,24.19,44.26,1012.35,326.5,,,,,
2500.0,23.95,45.16,1012.57,325.8,,,,,
2560.0,23.94,45.75,1012.45,323.8,,,,,
2620.0,23.99,45.11,1012.49,321.1,,,,,
2680.0,23.98,45.18,1012.44,320.1,,,,,
2740.0,23.79,46.31,1012.32,325.4,,,,,
2800.0,24.05,44.45,1012.36,319.4,,,,,
2860.0,24.05,45.41,1012.36,330.6,,,,,
2920.0,24.17,43.69,1012.29,324.6,,,,,
2980.0,23.95,45.87,1012.52,317.8,,,,,
3040.0,23.84,45.82,1012.25,322.2,,,,,
3100.0,23.91,45.62,1012.5,320.2,,,,,
3160.0,23.96,45.33,1012.45,319.2,,,,,
3220.0,24.04,44.85,1012.18,319.1,,,,,
3280.0,24.06,44.52,1012.5,316.7,,,,,
3340.0,24.05,44.2,1012.68,321.4,,,,,
3400.0,24.04,44.66,1012.45,319.9,,,,,
3460.0,24.02,45.57,1012.3,322.5,,,,,
3520.0,23.82,45.55,1012.64,323.8,,,,,
3580.0,23.94,45.03,1012.18,322.1,,,,,
3640.0,28.45,29.48,1012.51,315.1,,,,,
3700.0,28.44,28.69,1012.39,319.1,,,,,
3705.0,28.42,29.61,1012.73,320.1,,,,,
3710.0,28.36,29.43,1012.14,319.5,,,,,
3715.0,28.59,28.21,1012.31,312.6,,,,,
3720.0,28.59,28.65,1012.43,323.1,,,,,
3725.0,28.53,29.1,1012.2,319.4,,,,,
3730.0,28.64,28.99,1012.43,326.7,,,,,
3735.0,28.41,29.03,1012.25,319.9,,,,,
3740.0,28.64,28.5,1012.2,318.9,,,,,
3745.0,28.38,29.01,1012.36,316.7,,,,,
3805.0,28.59,28.4,1012.55,316.1,,,,,
3835.0,28.61,28.93,1012.13,316.6,,,,,
3850.0,28.46,29.41,1012.38,324.9,,,,,
3870.0,28.48,28.58,1012.65,315.9,,,,,
3910.0,28.6,28.68,1012.74,320.7,,,,,
3970.0,28.57,28.41,1012.21,323.6,,,,,
4030.0,28.41,28.18,1012.56,316.9,,,,,
4090.0,28.57,28.05,1012.65,321.6,,,,,
4150.0,28.57,28.44,1012.67,315.6,,,,,
4210.0,28.67,27.37,1012.43,323.5,,,,,
4270.0,28.71,28.15,1012.41,317.0,,,,,
4330.0,28.69,27.77,1012.49,316.3,,,,,
4390.0,28.4,29.12,1012.32,315.0,,,,,
4450.0,28.28,29.47,1012.38,315.0,,,,,
4510.0,28.58,28.47,1012.36,316.4,,,,,
4570.0,28.35,29.45,1012.47,316.2,,,,,
4630.0,28.41,29.63,1012.25,321.2,,,,,
4690.0,28.03,30.68,1012.46,320.3,,,,,
4750.0,27.93,30.49,1012.55,314.3,,,,,
4810.0,27.79,31.37,1012.32,316.5,,,,,
4870.0,27.25,33.76,1012.2,313.4,,,,,
4930.0,27.05,34.25,1012.71,317.2,,,,,
4960.0,26.78,35.22,1012.39,314.5,,,,,
4975.0,26.76,34.51,1012.23,314.9,,,,,
4980.0,26.76,34.99,1012.44,317.0,,,,,
4985.0,26.58,35.44,1012.42,312.2,,,,,
4990.0,26.8,34.86,1012.38,317.8,,,,,
5010.0,26.43,35.77,1012.45,312.7,,,,,
5050.0,26.24,36.73,1012.35,313.5,,,,,
5110.0,26.12,37.06,1012.58,316.9,,,,,
5170.0,25.74,37.92,1012.4,316.6,,,,,
5230.0,25.43,39.48,1012.59,316.7,,,,,
5290.0,25.2,40.46,1012.54,314.7,,,,,
5350.0,24.77,41.52,1012.33,319.3,,,,,
5410.0,24.63,42.73,1012.35,315.1,,,,,
5440.0,24.36,43.68,1012.3,314.6,,,,,
5455.0,24.21,43.91,1012.59,316.2,,,,,
5460.0,24.34,44.21,1012.21,313.2,,,,,
5465.0,24.23,44.33,1012.45,318.3,,,,,
5470.0,24.2,43.6,1012.3,314.1,,,,,
5475.0,24.18,44.23,1012.34,314.4,,,,,
5480.0,24.12,44.71,1012.31,316.4,,,,,
5485.0,24.11,44.86,1012.4,319.0,,,,,
5490.0,24.15,44.92,1012.39,317.3,,,,,
5495.0,24.13,44.61,1012.28,316.3,,,,,
5500.0,24.13,44.59,1012.48,315.9,,,,,
5505.0,24.2,44.19,1012.21,318.0,,,,,
5525.0,24.02,44.69,1012.58,311.7,,,,,
5565.0,23.99,45.3,1012.58,318.6,,,,,
5625.0,24.12,44.43,1012.29,321.0,,,,,
5685.0,24.1,44.39,1012.18,314.8,,,,,
5745.0,24.34,43.23,1012.35,315.0,,,,,
5805.0,24.38,43.65,1012.21,317.7,,,,,
5865.0,24.45,43.77,1012.79,320.9,,,,,
5925.0,24.35,44.13,1012.58,317.6,,,,,
5985.0,24.51,43.41,1012.5,317.5,,,,,
6045.0,24.59,43.66,1012.14,314.5,,,,,
6105.0,24.63,43.21,1012.81,318.0,,,,,
6165.0,24.66,43.12,1012.36,317.9,,,,,
6225.0,24.73,42.61,1012.54,314.3,,,,,
6285.0,24.81,42.52,1012.75,322.6,,,,,
6345.0,24.94,41.28,1012.59,312.8,,,,,
6405.0,24.97,41.35,1012.33,321.7,,,,,
6465.0,24.86,41.49,1012.3,317.3,,,,,
6525.0,25.13,41.24,1012.4,318.0,,,,,
6585.0,25.29,40.19,1012.33,318.6,,,,,
6645.0,25.07,41.29,1012.33,315.7,,,,,
6705.0,25.15,41.35,1012.29,317.8,,,,,
6765.0,25.28,40.14,1012.42,315.0,,,,,
6825.0,25.13,40.69,1012.33,318.2,,,,,
6885.0,24.95,42.0,1012.46,318.6,,,,,
6945.0,25.35,39.65,1012.49,316.0,,,,,
7005.0,25.1,40.51,1012.11,329.4,,,,,
7065.0,25.2,40.87,1012.42,319.6,,,,,
7125.0,25.39,39.97,1012.3,316.0,,,,,
7185.0,25.21,40.52,1012.35,318.9,,,,,
