timestamp,temperature,humidity,pressure,light,upload
1340.0,24.06,45.19,1012.37,325.0,
1360.0,23.93,45.48,1012.33,324.5,
1380.0,23.91,45.45,1012.27,321.9,
1400.0,24.03,44.65,1012.4,320.5,
1420.0,24.09,44.24,1012.32,318.2,
1440.0,23.91,45.47,1012.19,325.0,
1460.0,24.04,45.48,1012.49,325.5,
1480.0,24.08,44.34,1012.43,318.9,
1500.0,23.97,45.09,1012.45,322.3,
1520.0,24.64,42.39,1012.39,321.4,
1540.0,24.85,41.91,1012.56,325.7,
1560.0,24.73,42.29,1012.44,321.8,
1580.0,24.39,44.0,1012.43,319.5,
1600.0,23.68,46.68,1012.35,319.2,
1620.0,23.07,48.37,1012.51,320.2,
1640.0,23.18,47.88,1012.44,321.6,
1660.0,23.53,47.23,1012.5,320.1,
1680.0,23.97,44.77,1012.56,322.0,
1700.0,24.5,44.2,1012.32,325.2,
1720.0,25.01,42.11,1012.33,328.8,
1740.0,24.85,42.49,1012.14,321.1,
1760.0,24.29,44.03,1012.38,319.7,
1780.0,23.69,46.99,1012.29,328.6,
1800.0,23.16,48.47,1012.61,324.4,
1820.0,23.13,48.79,1012.32,317.4,
1840.0,23.55,46.3,1012.41,325.5,
1860.0,24.07,44.69,1012.19,325.3,
1880.0,24.66,42.64,1012.36,327.9,
1900.0,24.88,41.89,1012.49,322.5,
1920.0,24.81,42.72,1012.39,324.4,
1940.0,24.34,43.86,1012.47,318.8,
1960.0,23.67,45.78,1012.4,326.2,
1980.0,23.23,48.78,1012.41,332.1,
2000.0,23.12,48.44,1012.25,323.4,
2020.0,23.48,46.83,1012.22,324.0,
2040.0,23.84,45.47,1012.11,325.3,
2060.0,24.57,43.4,1012.32,325.9,
2080.0,24.97,41.72,1012.5,324.7,
2100.0,24.64,42.6,1012.5,317.3,
2120.0,24.27,43.95,1012.29,329.4,
2140.0,23.77,45.98,1012.44,329.2,
2160.0,23.05,49.14,1012.62,321.2,
2180.0,23.19,48.04,1012.6,324.1,
2200.0,23.48,46.94,1012.44,319.8,
2220.0,24.07,44.27,1012.13,325.2,
2240.0,24.49,43.07,1012.21,322.3,
2260.0,24.89,41.86,1012.46,325.6,
2280.0,24.71,42.52,1012.61,324.8,
2300.0,24.33,43.13,1012.45,326.4,
2320.0,23.59,46.98,1012.13,318.7,
2340.0,23.33,47.62,1012.59,322.2,
2360.0,23.07,47.8,1012.35,324.2,
2380.0,23.39,46.62,1012.27,320.5,
2400.0,23.97,43.91,1012.55,323.7,
2420.0,24.02,45.88,1012.54,328.3,
2440.0,24.19,44.26,1012.35,326.5,
2460.0,24.06,45.35,1012.65,325.4,
2480.0,23.97,45.51,1012.59,320.9,
2500.0,23.95,45.16,1012.57,325.8,
2520.0,24.04,44.75,1012.47,327.9,
2540.0,24.0,44.92,1012.44,320.9,
2560.0,23.94,45.75,1012.45,323.8,
2580.0,23.91,45.34,1012.27,325.5,
2600.0,23.92,45.56,1012.31,322.8,
2620.0,23.99,45.11,1012.49,321.1,
2640.0,24.08,44.27,1012.45,327.8,
2660.0,24.06,44.17,1012.32,320.8,
2680.0,23.98,45.18,1012.44,320.1,
2700.0,23.93,45.54,1012.35,323.0,
2720.0,23.97,45.02,1012.2,327.6,
2740.0,23.79,46.31,1012.32,325.4,
2760.0,23.95,44.49,1012.41,327.8,
2780.0,24.05,44.87,1012.36,322.6,
2800.0,24.05,44.45,1012.36,319.4,
2820.0,23.89,45.74,1012.2,320.6,
2840.0,23.89,45.04,1012.27,320.2,
2860.0,24.05,45.41,1012.36,330.6,
2880.0,23.94,44.35,1012.43,319.4,
2900.0,23.97,45.11,1012.55,317.7,
2920.0,24.17,43.69,1012.29,324.6,
2940.0,23.92,45.66,1012.38,323.8,
2960.0,24.31,43.65,1012.03,322.2,
2980.0,23.95,45.87,1012.52,317.8,
3000.0,23.93,46.54,1012.56,320.8,
3020.0,24.22,44.43,1012.37,318.1,
3040.0,23.84,45.82,1012.25,322.2,
3060.0,24.0,44.29,1012.43,320.5,
3080.0,23.93,45.16,1012.63,321.5,
3100.0,23.91,45.62,1012.5,320.2,
3120.0,23.84,45.38,1012.34,320.5,
3140.0,23.97,44.84,1012.24,327.4,
3160.0,23.96,45.33,1012.45,319.2,
3180.0,24.15,44.16,1012.33,322.3,
3200.0,24.01,45.08,1012.47,319.8,
3220.0,24.04,44.85,1012.18,319.1,
3240.0,23.99,45.25,1012.34,315.9,
3260.0,23.92,45.49,1012.46,317.4,
3280.0,24.06,44.52,1012.5,316.7,
3300.0,24.02,44.66,1012.46,320.2,
3320.0,24.05,44.44,1012.17,326.1,
3340.0,24.05,44.2,1012.68,321.4,
3360.0,23.89,45.57,1012.47,316.1,
3380.0,23.93,45.32,1012.63,325.4,
3400.0,24.04,44.66,1012.45,319.9,
3420.0,24.05,45.43,1012.3,315.9,
3440.0,24.14,44.4,1012.45,315.3,
3460.0,24.02,45.57,1012.3,322.5,
3480.0,23.92,45.64,1012.29,316.5,
3500.0,23.92,45.86,1012.45,315.6,
3520.0,23.82,45.55,1012.64,323.8,
3540.0,24.08,44.19,1012.51,318.9,
3560.0,23.97,44.7,1012.28,318.1,
3580.0,23.94,45.03,1012.18,322.1,
3600.0,23.71,46.45,1012.43,324.5,
3620.0,28.39,28.99,1012.28,318.2,
3640.0,28.45,29.48,1012.51,315.1,
3660.0,28.59,28.71,1012.28,313.1,
3680.0,28.55,28.68,1012.45,320.3,
3700.0,28.44,28.69,1012.39,319.1,
3720.0,28.59,28.65,1012.43,323.1,
3740.0,28.64,28.5,1012.2,318.9,
3760.0,28.49,28.91,1012.32,319.1,
3780.0,28.39,28.97,1012.59,319.5,
3800.0,28.53,28.87,1012.19,322.6,
3820.0,28.25,29.65,1012.48,318.5,
3840.0,28.49,28.69,1012.64,318.2,
3860.0,28.49,28.95,1012.28,318.9,
3880.0,28.67,28.7,1012.45,319.2,
3900.0,28.61,28.53,1012.61,318.4,
3920.0,28.58,28.32,1012.57,317.8,
3940.0,28.43,28.71,1012.52,317.8,
3960.0,28.46,28.49,1012.54,324.6,
3980.0,28.4,29.31,1012.32,320.9,
4000.0,28.33,28.61,1012.3,314.6,
4020.0,28.44,29.49,1012.36,318.4,
4040.0,28.51,28.82,1012.38,316.0,
4060.0,28.5,28.98,1012.56,320.0,
4080.0,28.56,28.48,1012.28,317.7,
4100.0,28.54,29.2,1012.8,321.5,
4120.0,28.19,30.22,1012.47,318.7,
4140.0,28.47,28.2,1012.28,316.0,
4160.0,28.52,28.6,1012.36,317.4,
4180.0,28.58,28.59,1012.38,316.0,
4200.0,28.44,28.9,1012.32,317.3,
4220.0,28.57,28.47,1012.35,319.2,
4240.0,28.59,28.49,1012.44,314.2,
4260.0,28.5,28.67,1012.3,314.4,
4280.0,28.59,28.89,1012.48,319.4,
4300.0,28.46,29.11,1012.3,315.9,
4320.0,28.64,27.48,1012.52,321.7,
4340.0,28.47,28.65,1012.35,317.9,
4360.0,28.49,29.1,1012.4,321.7,
4380.0,28.5,28.38,1012.21,319.1,
4400.0,28.53,28.41,1012.31,316.6,
4420.0,28.53,28.79,1012.42,321.2,
4440.0,28.49,29.0,1012.06,321.4,
4460.0,28.56,28.94,1012.4,320.9,
4480.0,28.66,27.67,1012.5,322.2,
4500.0,28.44,29.07,1012.4,321.2,
4520.0,28.66,28.63,1012.28,318.4,
4540.0,28.7,27.85,1012.4,313.0,
4560.0,28.51,29.01,1012.29,320.5,
4580.0,28.51,27.94,1012.51,319.2,
4600.0,28.65,27.62,1012.15,314.9,
4620.0,28.56,28.47,1012.24,316.2,
4640.0,28.24,29.53,1012.43,317.7,
4660.0,28.29,29.43,1012.42,318.2,
4680.0,28.33,29.11,1012.68,317.4,
4700.0,28.05,30.45,1012.32,322.0,
4720.0,28.03,30.91,1012.59,315.4,
4740.0,27.87,30.94,1012.28,315.5,
4760.0,27.95,30.7,1012.28,317.3,
4780.0,27.72,31.39,1012.49,316.5,
4800.0,27.53,32.31,1012.37,315.9,
4820.0,27.42,32.17,1012.53,312.8,
4840.0,27.46,32.65,1012.53,324.9,
4860.0,27.07,33.8,1012.46,310.8,
4880.0,27.13,34.26,1012.47,319.2,
4900.0,27.03,33.91,1012.21,316.9,
4920.0,26.84,35.07,1012.44,323.3,
4940.0,26.86,35.13,1012.46,313.7,
4960.0,26.78,35.22,1012.39,314.5,
4980.0,26.76,34.99,1012.44,317.0,
5000.0,26.61,35.05,1012.62,315.9,
5020.0,26.59,35.86,1012.69,314.6,
5040.0,26.41,36.91,1012.64,312.9,
5060.0,26.57,35.93,1012.39,317.7,
5080.0,26.24,37.13,1012.44,321.9,
5100.0,25.89,37.72,1012.59,313.2,
5120.0,26.17,37.06,1012.23,318.6,
5140.0,25.8,38.98,1012.45,313.6,
5160.0,25.78,37.81,1012.31,321.2,
5180.0,25.73,38.96,1012.54,318.3,
5200.0,25.63,39.26,1012.41,316.7,
5220.0,25.46,39.89,1012.42,314.0,
5240.0,25.57,39.72,1012.2,320.0,
5260.0,25.32,39.48,1012.31,319.9,
5280.0,25.19,41.0,1012.4,319.6,
5300.0,24.82,41.97,1012.55,320.3,
5320.0,25.03,41.55,1012.45,315.7,
5340.0,24.96,40.74,1012.57,321.6,
5360.0,24.77,42.71,1012.49,315.0,
5380.0,24.77,42.63,1012.58,313.0,
5400.0,24.57,42.89,1012.4,311.9,
5420.0,24.45,43.93,1012.59,319.2,
5440.0,24.36,43.68,1012.3,314.6,
5460.0,24.34,44.21,1012.21,313.2,
5480.0,24.12,44.71,1012.31,316.4,
5500.0,24.13,44.59,1012.48,315.9,
5520.0,24.04,44.89,1012.18,313.3,
5540.0,24.15,44.27,1012.25,315.2,
5560.0,24.06,44.79,1012.46,315.5,
5580.0,24.24,44.59,1012.66,321.8,
5600.0,24.05,44.24,1012.19,316.0,
5620.0,24.2,43.9,1012.43,314.9,
5640.0,24.06,44.4,1012.19,313.6,
5660.0,24.16,45.31,1012.49,313.5,
5680.0,24.21,43.84,1012.68,310.1,
5700.0,24.22,43.89,1012.29,327.7,
5720.0,24.21,44.59,1012.17,315.9,
5740.0,24.23,44.1,1012.19,317.7,
5760.0,24.35,43.78,1012.5,312.2,
5780.0,24.31,44.93,1012.44,313.9,
5800.0,24.28,43.63,1012.23,312.6,
5820.0,24.27,43.83,1012.14,317.7,
5840.0,24.42,43.21,1012.46,316.4,
5860.0,24.44,43.17,1012.32,314.8,
5880.0,24.41,43.55,1012.42,317.6,
5900.0,24.59,42.37,1012.56,314.6,
5920.0,24.44,42.92,1012.44,313.7,
5940.0,24.48,43.45,1012.55,313.3,
5960.0,24.53,42.95,1012.42,313.9,
5980.0,24.5,42.88,1012.37,320.1,
6000.0,24.48,42.49,1012.37,317.2,
6020.0,24.58,43.1,1012.24,318.1,
6040.0,24.7,42.53,1012.27,313.9,
6060.0,24.51,43.28,1012.44,321.4,
6080.0,24.58,42.95,1012.53,312.7,
6100.0,24.68,42.65,1012.45,312.0,
6120.0,24.58,43.33,1012.26,321.4,
6140.0,24.77,42.76,1012.29,312.1,
6160.0,24.59,43.01,1012.52,317.8,
6180.0,24.63,42.76,1012.38,317.7,
6200.0,24.79,42.23,1012.48,325.5,
6220.0,24.74,42.01,1012.6,319.6,
6240.0,24.81,41.97,1012.26,310.8,
6260.0,24.83,41.28,1012.26,311.0,
6280.0,24.76,42.17,1012.31,317.2,
6300.0,24.86,41.18,1012.5,318.8,
6320.0,24.93,41.96,1012.15,323.8,
6340.0,24.91,42.24,1012.48,319.2,
6360.0,25.0,41.39,1012.5,317.7,
6380.0,24.86,41.65,1012.42,316.0,
6400.0,24.83,41.83,1012.46,319.6,
6420.0,25.2,40.33,1012.44,319.2,
6440.0,24.97,41.79,1012.24,319.3,
6460.0,24.97,40.96,1012.39,319.6,
6480.0,24.91,42.49,1012.32,314.7,
6500.0,25.07,41.22,1012.58,320.4,
6520.0,25.13,40.84,1012.45,315.6,
6540.0,25.05,41.89,1012.54,314.8,
6560.0,25.18,40.89,1012.31,316.2,
6580.0,25.0,41.26,1012.41,318.4,
6600.0,24.95,41.38,1012.48,317.3,
6620.0,25.22,40.62,1012.31,313.3,
6640.0,25.35,40.4,1012.45,314.5,
6660.0,25.02,41.16,1012.1,322.8,
6680.0,25.33,40.28,1012.29,315.7,
6700.0,25.22,40.97,1012.17,316.7,
6720.0,25.25,40.57,1012.71,318.6,
6740.0,25.24,40.87,1012.44,322.5,
6760.0,25.17,40.74,1012.54,315.8,
6780.0,25.18,40.8,1012.18,319.2,
6800.0,25.37,39.4,1012.3,317.9,
6820.0,25.03,41.74,1012.46,315.1,
6840.0,25.36,39.67,1012.48,319.7,
6860.0,25.22,40.61,1012.72,318.0,
6880.0,25.25,39.97,1012.1,316.2,
6900.0,25.31,40.07,1012.24,314.4,
6920.0,25.15,40.91,1012.2,321.2,
6940.0,25.33,39.9,1012.23,318.8,
6960.0,25.13,40.84,1012.53,317.2,
6980.0,25.17,40.97,1012.41,318.1,
7000.0,25.29,40.5,1012.49,317.5,
7020.0,25.34,40.11,1012.2,325.1,
7040.0,25.36,40.1,1012.3,324.1,
7060.0,25.39,39.39,1012.4,322.0,
7080.0,25.22,40.04,1012.42,322.3,
7100.0,25.13,41.07,1012.4,322.5,
7120.0,25.08,40.8,1012.3,318.5,
7140.0,25.21,41.26,1012.58,320.5,
7160.0,25.28,40.08,1012.47,319.6,
7180.0,25.16,41.21,1012.58,320.7,
